Rating,Review
1,"My wife got lymph cancer and got through for half a year.My teacher 's attitude is so bad that I do not want to go through again.I was hospitalized with a delay of 2 or 3 days without ever having been able to be hospitalized on the date I was hospitalized.The correspondence of nurses was also very bad, especially attitudes of nurses in obstetrics and gynecology were the worst.Even if asking that the tire of the drip truck was broken and wanting to replace it, I was not told to exchange the sentences waited for two hours as being told that I was waiting for a while.The illness here seems to be popular but it is only a part. There were many dirty rooms in the hospital room too. It was unsanitary and very painful to treat cancer."
5,"I haven't come for a long time, I really don't want to come."
2,Feel bad and don't comment.
2,"The doctors were kind and friendly, but Pok Oi counter service staff was extremely arrogant. It needs to be strengthened"
5,"Thanks to the surgeon for the whole type of surgical treatment, the team of doctors and the care and care center of the doctors gave warm and encouraging care to the family members, so that the family members feel warm and moved."
1,"Health check is goodBut ophthalmology really does not pushEspecially a female physicianTelling him about symptoms, he also denied your symptoms, saying that you just thought too much would be wrong, and always felt I was lying.Really do not know I am a patient or he is a patient?Can medical ethics be strengthened?"
5,"More third clinic area, very spacious and not crowded."
5,Professor Bei Yan Zhang Yanfu assists the wounded doctor
5,"To visit the hospital, there is a free shuttle bus between the hospital and the MRT. There are shopping malls and food courts downstairs. It is very convenient for the family members of the sick and hopes that the patient will recover soon."
2,"Route indication is unknownAnd very crowded"
5,"The service is enthusiasm, depending on the illness."
5,"Medical team likes, nurse team, 87 wards,. A412 ward, excellent care team, thanks"
5,"Take the MRT to Shipai Station to participate in the nearby School Volunteering Volunteer Program After the end of the course, walk to this place's Gourmet Area Purchase Point Meals"
4,"Doctors are of good quality, but they have many patients and are as crowded as the market, unless they need to come to the big hospital."
5,"The environment is getting more and more beautiful, and the shuttle bus is also more frequent. There is no good and safe station."
1,"The attitude of nurses here is really poor my grandmother here to open bold knife nurse to answer our questions about the operation is very impatient tone is like an idiot (we just do not know just ask ah) the middle of the bed collapsed bad hope can change Bed attitude is poor, we can not change the bed (obviously next to the bed of the hospital will not let change) Then can not stand those bad attitude to the Mackay really know what is the white angel Oh"
3,New building but wait for long time! Follow the X-ray and wait for more than an hour!
4,The doctor is excellent and the division is complete. But I don¡¦t really run into big hospitals because I¡¦m really crowded like a market
5,"Doctors, nurses, volunteers, etc. are very kind and patient."
5,Doctors and nurses are kind and asking too much will not be impatient
5,Care medical system integrity
4,"High quality, except for a few"
5,It is very convenient for the hospital to connect the bus to the Shimite MRT station
4,"Newly established a three-patient clinic buildingJust beside the stone roadTraffic lines are very convenientBut people are still a lot more"
5,Current Level: Medical Center
5,The attitude of the nurse is good and the doctor is of good medical ethics.
2,"Two outpatient building on the first floor of the sample reception processing side of a high-strong male medical pick up division ~ Would you like to be fierce about ~ early in the morning with family to take blood ~ see you fierce an Aberdeen ~ That Arbor may misunderstand you take away the files of his things ~ perhaps the elderly unconscious ~ but you can explain it with good not okay ~ must be so fierce ~ look at you from beginning to end you have been fierce that Abercrombie ~ Loud say we can not get you something ~ Later, Arbor may take the wrong to submit the test specimens ~ You fierce him he said you do not even have to take any test body to us do not know Oh ~ ~ ~ How can not Take the wrong is not ~ finally impatient to tell him ~ pay the test to leave ~ ~ you are training soldiers or teach your son ~ need to be so fierce ~ and from start to finish I do not think Arber attitude There are not good ~ is the opposite of your two or three sentences on how the fierce ~ Although I told that Abe did not know my life ~ I also know that the medical industry is not a service most of the medical staff are very hard ~ ~ but your attitude Really people can not understand"
5,"Very professional and careful brain stroke medical team, and most volunteer aunt and uncle are very kind, enthusiastic, flawless Yu ...Special thanks to neurologists Lin Chunren attending physician, Li Yihui attending physician, stroke care unit and A162 ward all hard nursing division, sincerely words ..."
5,"Advanced medical facilities, new clinics like the building can not accommodate the huge attendance of patients. Food Street, the first floor there are a variety of snacks to choose from."
5,"The hospital is well planned, medical standards are high, and food courts are excellent."
5,"Complete division, rich medical resources"
1,"Dr. Deng Haowei¡¦s attitude is poor. If you want to get some respect, don¡¦t go."
4,Colorectal surgery team professional
1,"I do not know how many people killed you, but I know how you can use your team spirit to get away with it. This is your greatest specialty, not your medical specialty.Wing always like to patients with nasogastric tube, to Taipei, Jung-cheng is walking in front of the building, where the sun's patients, a nose plug, very spectacular! Patients can not refuse, if rejected, they will bind the patient to force the use of nasogastric tube. No respect for patient's rights. Doctors will also lie to cover up their mistakes in medical malpractice."
2,"Ever since he was on a routine visit to Taiwan, many people, both inpatients and relatives, have recently hospitalized my mother and often saw staff wearing vest vests. Sometimes elevators are already crowded, and they are only one floor Do not climb the stairs, is to take the elevator, looked really speechless"
5,"Blood on standby 305, full of people"
4,"The doctor is fine, but the elevator is hard to wait"
3,Rehabilitation Physical Therapist is very kind
5,"Last year in September, Rong made a brain surgery very much thanks to Dr. Wang Weixin and the blue team of Rhinologists medical team let me healthy discharge, nurses are very cordial, really very much like,"
5,"Medical staff cordial, my God, Dr. Chen superb, on his clinic, has for many years, he is always very hard to help me, very grateful.Restaurant by the United States take over the management of the United States, I feel even worse, only the small South Gate that you can eat, and things are full of expensive, Pai ~ waiting to sit, really painful "
5,"The team is very helpful to the public. Although the emergency department often lies in the aisles in a row, it is not because beds are not enough for nurses but it does not affect the effectiveness of treatment."
4,"Make a reservation onlineReport to insert the door next to the health insurance card Oh!Otherwise, the number will be skipped directly"
4,"I was the first time in Rong total hospitalization, before the total lack of special understanding and understanding, because the home is more convenient in the vicinity of Shin Kong Hospital, this time to come to Rong always feel a lot, really feel particularly good , In the medical resources equipment is pretty good, health care workers are also very warm and cordial, very patient patient and love. I have been hospitalized in other hospitals, this time in the total feeling really really told me before living in other hospitals much worse. We thank you for all the health care workers in the first time. Thank you. Just like the title of your hospital. Very grateful"
5,Top medical center
5," Wing total professional medical team is really great!As ill as a pro, you guys are good, thank you!"
1,"Dental 7 & 8 floor counter service staff tone is not friendly, do not want to take the initiative to provide help, 2017/12/6 15:30 appointment, forget to bring a reservation form, 7th floor counter waitress first accused me not, do not want Survey information, asked me to go to the 8th floor, to the 8 counters, asked the service staff, the tone is very unpleasant, and I have no single, go to the clinic to see which physician, do not want to ask, do not help I check the information, I think at this time, this counter service to deal with such poor, it is better to leave, this should be seen in the worst Dental counter service staff."
5,"Here hospitalized seen the disease, the overall feel good, but to cure it!Because the first and second outpatient center longer history, it is relatively common facilities, but standards are important instruments Medical Center.Some people say that a doctor look at fate. If you feel being treated bad attitude, or administrative efficiency is too low, in fact, you can change one. But the best to experience each other's work, do not give, ""If I would not have ......""; nursing school graduation rate is not so high in the nursing work is not without reason.Some things are more subjective. The focus is: on condition there is no better! !"
4,"Very convenient. Matilda vegetarian convenience but the hot food and vegetables a little less hope can provide more hot food to make the cold winter a little more choice, a little more welfare."
5,"Friendly medical staff, explain in detail. Thank you, Dr. Chen Zhengfeng and the medical team for their careful care"
1,"The counter is bad enough. Rotten dead"
5,"Due to the fracture of the family, the hospital has more contacts with Rong. I feel that the people working here, regardless of doctors, nurses, volunteers, service, etc., have almost achieved ""visual illness"" and are willing to listen and give More assistance. Although the area is large and complex, and the food street has a lot of thunder food, it is a great choice to receive treatment here."
5,Nice service! Really good quality!!!strongly recommended!!!
5,"Great environment, doesn't look like it's a hospital. Not much parking space in the morning"
5," Preferred for all medical treatment, world-class medical center __Good medical staff training, the best team, the best medical quality!"
5,"Physician is very professional, nursing care is very hard, clinical, teaching, research as one of the professional hospital, it is difficult to imagine tens of thousands of people work here every day to seek medical treatment."
5,"The first floor food street makes people happy!"
5,Those who dare to criticize this hospital will certainly die hard
1,The line of movement is very poor and it is the same outside the yard
3," Believe Rong total team absolutely professional, praise is absolutely spread like wildfire, so do not call their own staff to here by 5 stars to wash evaluation"
5,"Taipei, the total president, depending on the patient, Chen Wei Ming, vice president and Wu Bogui director of the medical team, bone cancer friends have the most complete care."
1,Nurse staff attitude is really poor will not injections to take a few needles have also been unable to find blood vessels with their euphemism that can not change the results of an injection even told the doctor said bad things complain that we do not accept the injection
4,"Advanced equipment, excellent medical skills"
1,"Very poor, hard-working hospital staff with family members choke, fishing peopleAnd no unit to accept complaints"
5,"Wing total of new equipment, all medical staff both professional and cordial, depending on the disease still, directly recommended a good hospital!"
5,"Not sick to disease to come.Health check, food, poolside walking tours goose, Safe!Outpatient hospitalization can also be well taken care of.Is a good place to go abroad (anesthesia surgery hospital)!"
5,"Medical team service cordial, serious attitude, professional. Recommended."
5,"Taiwan can have such a great medical environment really thanks to the intentions of the medical staff. Medical is not a service industry, they are not obliged to put a smile, patience, but choose to pay close attention to every patient, sincerely hope that they are discharged with a healthy body, thanks to the medical staff to pay."
5,Quality medical service
5,A coverless white tower with the emperor's image.
1,The hospital has become an outlet
5,"Old renovated hospital but year after year the new equipment, the medical staff is absolutely top areas of expertise, service attitude needs mutual tolerance, the price of street vendors under the health care system should be able to obtain this level of service is already the world's rare. The disadvantage is that the food court price is too high, mealtime crowded uncomfortable degree."
5,"The hospital's medical team (very good medicine) joint reconstruction (Chen Wilmington) professor is a good medicine, medical ethics is more like the patient like family care and care, he is the object of all physicians are learning"
2,Check the second floor where Chiang Kai-shek's what photography ultrasound and other volunteers have a great aunt of people do not have good! Very short head by shear face big big man 'was short - someone who asked her questions she was very unhappy answer! people are volunteering to help people I did not know she was feeling so bad temper so bad why does it want to go ??
5,"Professional medical staff, medical equipment in the country's premier, comparable to foreign first-class medical center!"
5,"The care of premature babies really really hard, in addition to obstetric services is also very good"
4,Rong General Hospital - Pigeon
5,"Professional hand surgeon friendly, cast a great!"
1," 1. Check the schedule, fill out a form to someone you did not hook spaces are ticked, the last row of emergency to nuclear magnetic resonance did not wait until six hours, then arrange hospitalization, and so on back to the hospital two days, the body was found What problems are ticked, and then after they sign the nurse said to be watching ...... I have to see ah, the problem is not my fill. 1 star are more.2. hospital nurse Duman good, only a poor attitude, did not want to be examined prior notice, feel that others get him, obviously he get all people, please do not love what you do as a nurse, an assumed name surname Zhan."
1,"1. The nurse was very noisy, very unscrupulous middle of the night chatting very loud noise laughing2. The efficiency is very low3. Nurse facing patients, families always very impatient, indifferent, ask questions do not want to answerToday, I was politely asked something, but not to say that my own poor attitude no problem, give me a dirty look, then how is impatient, if we want to understand about you doing?Do not tell me what hard work of nurses and the like, each work has a hard side! Not only u are! Today practitioners are nurses u own choice, but did not get paid, the attitude is so bad, right?"
1,"Inexplicable day without seeing patients receive outpatient costs 480 yuan (too expensive, too inexplicable) arrears, playing to Saturday reaction told me to find a doctor or a computer can not leave a message relayed notes, sucks, that to five people not to call, for inexplicable to take a day off from work specifically list all the way to your hospital? Even the phone without leaving overcharged attitude of tolerance, refuses to leave a message, at least I do not deal with outgoing phone records too, the Internet also got negative comments, even if no treatment."
5,"To the hard work of the senior peopleTo the most respected TaiwanWithout you there is no stability and prosperity now"
5,Medical excellence Service friendly Equipment First-class
5,"Two children were born in that delivery room nursing staff is great, experienced enough, so I thank them smooth production! Meals are also very praise!"
1,"Outpatient front of the number slowly, twelve want to start off work just to see, not two minutes to evict people"
5,Dr. Chen Junren and Dr. Chen Zhiyu are awesome
5,"Busy but skillful physician patient and nursing staff friendly, hard working, especially for older veterans occasional vexatious emotions, attitudes remain calm and polite to respond."
5,"Many patients, doctors are more, feeling nursing staff will be busy!"
1,Very bad medical system and information
5,"The doctor's professional judgment, so that the condition does not deteriorate, although to do a series of checks took some time, all this considered worth ~ thank doctors and passport division hard. Thanksgiving"
5,"Static ring more and more comfortable, the new health care medical equipment, volunteers also very friendly, dedicated service."
1,"Taiwan's premier medical center, but to preserve the quality of staff employed outside the building is low, often knotted traffic, traffic control does not seem to have received the training, to the detriment Veterans General Hospital in teaching the leading position."
5,The new third clinic began operations
5,Pulmonologist. But retired. unfortunately
2,"Dr. Gao Aodi senior ophthalmology clinic nurses to follow the high proportion a bit.Forget mind ah!"
4,Food Street very clean
5,Is going abroad (anesthesia surgery patient) is a good place!
4,Food Street is really good
5,"Department of Orthopedics, Department of Joint Reconstruction Chen, clever and tactful manner"
2,New building setup! I hope there is a new weather 
5,Thanks here to the best medical care so that I can return home healthy. But consumer food court is really too high a price.
5,"Professional medical quality, the environment is also very high quality!"
5,"Nurses quality oh well ~Emergency room pediatrician, is a pediatrician specialized physicians rotationThere are still, as the disease pro feeling"
5,"Good environment, professional medical team, people feel at ease, rest assured"
1,"Accompany grandmother to see so many hospital clinics, Veterans General Hospital Pai is definitely the most I've seen patients disdain hospitals, from physicians to nurse the rating to shift taxi. No surgery, has been asked by a stomach gas. Just like the whole atmosphere of the hospital stay in the Republic of China for 50 years. See the doctor feels the worst of the hospital."
5,"School District is large, be clean and bright, blood where many people not enough seats, and other people for a long time about 30 minutes can be discharged."
5,Extraordinary beast
5,Professional and sufficient resources
5,"The premier medical team, look at the Chung King House near the second floor of the ultrasound scan area"
5,"New equipment, team professional and cordial, medical first-class"
5,"Medical staff very cordial, commentary is very detailed, it is recommended a good hospital !!"
3,"Veterans should have replaced the name, perhaps more appropriate National General Hospital. The best hospitals in Taiwan, not one."
5,Great job and medical environment! My second home!
5,"Medical staff are very professional, very friendly! Preferred hospital for medical treatment!"
5,"Good environment, excellent equipment, medical professionals are very professional "
5,Everything looks perfect should be able to ease the lives of their loved ones entrusted hospital
4,"Really really hard, MDEye dark circlesHe can help us deal with by giving them a little time"
5,"Good technology, variety of restaurants"
5,"Medical skills and advanced facilities to honor veterans for the national teaching hospital set of priority health care, treatment of disease of the elderly as strengths."
5,"First-class technology, physicians have patience and kindness"
5,"I have always seen the glory of the most loved old hospital near your home away from home because they are sick and old habits have to look at the Veterans General Hospital and health care to the elderly and coax friendly and patient to see the doctor or formalities, take for granted, until injured colleague into NTU, to help handle rush, but to see my colleagues old mother was impatient to make things difficult during handling, do not know what is taken for granted, respect for human beings to be from the heart, and out a few times to let the spirit of the emergency medical team North Veterans really admire people like it "
4,Between old and new medical buildings a bit chaotic.
4,Medical staff are very patient to see the elders
4,"The restaurant has a charging zone, semi-circular seating area in front of Starbucks"
3,"Report every month, hoping the body up better."
5,"194 thanks ward nurse physician taking care of my two months Thank you very much, your hard work"
5,Get good good care here and recover very well
5,"Super enthusiastic volunteer service,The nurse is very kind and delicate,Doctors diagnosed very careful"
4,Emergency is much better than Mackay
1,"The light on for half an hour waiting for the elevator, so big hospital equipment so bad, a bunch of very poor elderly wheelchair, can not wait for the elevator, sucks."
1,"Emergency fast nurse physician very friendly, but the food is very expensive hospital meals downstairs only ridiculously expensive yet affordable lunch, there is no life in Veterans Plaza shopping card medical supplies like rush to sell $ 100 150 50% more expensive."
5,"I really appreciate all health care workers north wing of patience and careful, I hope you all have to pay the effort of a good rest."
1,"Although polite staff attitudeBut rude inspection processLivestock and feel no different .............Finally clinic doctors also busy callDid not do more to explain the inspection report"
5,"Medical victory, service first"
1,"Nurse poor attitude, things go wrong and more people poor communication"
5,Good medical team quality service good recommendation recommend a good hospital
4,"Mom recently hospitalized twice in a row due to illness, medical personnel are able to obtain, as the pro-like disease as cordial care deeply admire endless, special token of appreciation.Only individual secondary when accompanied by a deep sense of hospitalized overnight, ask the hospital before being improved:Ward provided television, appears to be very user-friendly, so that patients can be accompanied by their families and can be entertainment, deeply warm doubled.But please consider the hospital in order to accompany the patient and family members are required to have sufficient time to rest, to be able to control play time, instead of 24 hours, leaving the casual play, especially in the evening, really like nightclubs, so I wanted to rest patients and their families are forced to be subject to interference noise and the rest can not be quiet, and to be discouraged corner also being looked down upon, is deeply troubled by it!Intervention of the hospital in order to assess: whether the ward or will need to install another secluded £¸ TV room there is a demand for the use of each ward are installed instead of 1 to 2, so the patient is simply a disguised form of abuse, rather than the warm For the above prayer accepted, thank you."
5,Children dentist physician cordial carefully; bright and clean food court Xiaonanmen high value food CP
1,"For the blue vest volunteers, feeling very poor, you are not professionals, do not need to speak to drive people! Gauze attached to the wound, the waiter did not even know how to use a large number of salt water Chongshui, I do not know where this is part-time staff, the hospital really traumatic wound treatment education is not enough"
2,"Physicians are good, but the out-patient space is very bad, with 50 years ago, thinking outpatient planning space, like a bunch of sufferers huddled together. Very uncomfortable outpatient setting."
5,Medical and surgical staff are professional and responsible
4,Superb medicine physicians and nurse affable. But on the first floor of the restaurant is really awful and terribly expensive especially the vegetarian restaurant ridiculously expensive
5,"Thanksgiving, thanks! Veterans General Hospital doctors, nurses for the elderly very patient and kind. Veterans thank my family for life-saving kindness."
5,Life-saving benefits
5,Taipei's largest team of the strongest orthopedic Taiwan preferred
5,"Pediatric Surgery & Hematologists great very professional, approachable nurse"
4,Depending on the disease still!
5,Doctors specializing in active nurses and good attitude
5,Vegetarian dining area soup profits even have money too pulled
5,"Medical technology skills, physician friendly, attentive medical staff"
5,"Great hospital, the doctor is very professional!"
5,"Emergency roomXu DefuLin Wan embroidered Thank you"
5,"Excellent medical team, food court and diverse food choices, convenient transportation"
5,There are many good medical team hospital!
5,"Professional technology, a good hospital for good people"
4,"Convenient parking, good dining environment, even the blood normally go to wait more than two hundred numbers."
5,"Medical excellence, like!"
4," Serious medical staff cordial patience!Only outpatient registration fee and receive your medicine Regional District line planning is not smooth scale is too narrow, causing people squeezed into a small location jumbled and crowded.Further blood tests area, mixed with outpatient waiting area, so waiting and waiting for blood tests to squeeze people in modest place, neither efficiency disorganized.So national health institutes, should have done better regional dynamic lane and fluency design."
4,"Good hospital, people super"
1,"Public office work slow, messy procedure, what are a bunch of people, at most, good equipment"
5,"Good environment, good medicine."
1,Living in a discharge service center service staff attitude tolerance a bit with a white hair of the patient hospitalization mood has been enough to endure your cold words you think about yourself
5,"Thanks to the team of medical professionals!I am more grateful to associate professor Yang Zhijie for many years to see a doctor ... professional nothing to say!"
3,Professional motives
5,Awesome medical team
5,"When life re-open at the Veterans General Hospital, is very touching gift, Veterans General Hospital in patients with the dignity of the patient, high quality medical standards, high medicine physician friendly attitude! Is the home of very good medical center, not as a secondary teaching hospital can be compared, secondary hospitals only know, in vivo experiments, hospital accreditation."
5,"My life is the North Veterans General Hospital, Huang Mu Shun, Wenyi Si, Wu Ke, Shi, director attending saved,They are large surgical Kathrine"
4,Doctor service attitude is good
1,Chiang Kai-shek floor 13f poor attitude endoscopy center
4,"For his children, this is a hospital full of kindness ... but also now proceed formula!"
4,"Drug trials, to earn extra money place"
4,"Only Veterans Ken received aid in dying to save me, to save my life, good doctors, nurse better, ICU care more loving care of the urine is not hate, come on!"
5,"Siyuan floor! 88 bed assistant caregiver Huang Yi and his people are also the caregivers are responsible and enthusiastic service, the family is very grateful. To you by the save! Save! Save 37 beds"
5,Obstetrics recommend Dr. Ye Changqing
1,"White ya magnesium, inhuman"
5,"In the hospital for nearly three monthsDoctors, nurses are very kindVery careful to take care of patientsVery grateful to them"
5,"First-class medical equipment, superb medical team"
5,The total medical quality is famous internationally
4,"Cousin single elderly two months ago to accept the replacement of the knee surgery, preoperative panic disturbed by the Director Chen patiently explain, complete the operation at ease, remove the inconvenience of relying on others for many years, gradually resuming his walking pleasure for a long time without self-confidence Smile, thank you love and patience of Feng Zheng and 1804 nurses who thank you!"
5,"A lot of hospitals, doctors good technology, emergency room will feel at ease"
5,"Here a good medical environment, a high level of technical subjects Physician Group"
2," Allergy, Immunology and rheumatism - Lin Xiaoyi - DoctorsLast is the first time to see a doctor to the forest, he observed the situation from my appearance was observed after do not know can not see what the problem is, and then words with a questioning tone replied: ""You know I'm busy, Why come to me? my diagnosis is difficult to hang on to, you are sure there is any serious problem, will come to me! ""hear something like this.Because not find the cause before looking more famous to see a doctor, did not think to get this reaction, really full of disappointment. If you do not want to see the doctor, is not registered on the web page indicated Ye Hao, but the above does not see any marked."
5,"18th Floor, 181 CKS floor ward Zhi Li great teacher, Chen Weiming, director of physician medicine Awesome"
5,"Very good, very positive to treat patients, it is worth praise."
5,"Outside the scenery very good, there are intentions to maintain"
5,Taipei Veterans General Hospital! One of the largest hospitals in Taipei! Give me 5 stars! ! !
5,"Health Check Services friendly attitude, the process will not wait too long."
1,"Overcrowding, poor diagnostic quality look."
2,"Veterans General Hospital on the first floor of the restaurant is really great, like a department store restaurant. Nurses really hard, or that a few shift nurse shift, most do not like is really very considerate Dismemberment Veterans of disabled persons, disabled parking too far from Chiang Kai Shek floor, no convenient parking spot, next to the suggestion an additional one to two handicapped parking spaces (handicapped parking locomotives grid)"
3,Many people always have to wait a long time
5,Equipment good doctors and nurses are very good environment is also good
5,One of the important Taipei City Hospital of Medicine and Medical Center
5,"Improve the medical equipment, dining is also very convenient"
5,"Professional, good parkin"
3,Five Star Teaching Hospital
4,"Regional large hospitalThe attitude of the physician and nurse is goodSee intentions"
5,"As pro-disease, professional, active, new equipment, good service."
5,"Medical staff to make every effort to take care of patients, from the heart of their very grateful!"
4,"Outpatient registration but to the scene, but still have to wait half a day is exaggerated, but have to say doctors and nurses of medical ethics is impress, see the blood oncology director went to the temple for the blessing of the patient, the moment that this hospital is ""Temperature"" powered by"
5,Doctors and nurses take care of their families. This is the standard of medical centers. Thumbs up
3,"To the second out-patient area, a strange pattern, just do not know how to find a diagnosis"
5,Benevolent hospital.
4,Physical examination super slow so long
5,in hospital
5,Teaching Hospital
4,"Physicians and therapists, good attitude, a little chaotic moving lines"
5,"Nurses are very dedicated father last year, Chinese New Year surgery patient, bumper 30 and started to see the nurses care not discount admire their spirit."
5,First-class health care professionals
4,"A large hospital, asked to use only know how to go"
5,A Do not be misled into believing the lies of others drugs sex
4,A medical service environment is good for the Veterans Hospital
5,Emergency room efficiency is high
4,The doctor here will be more carefully with you explain clearly make people more confident
3,Vegetarian soup dining area profits even have money too pulled.
5,Taiwan's highest degree of professional hospital
5,18 House floor A184 CKS ward nurses were almost all good! !
1,"Forbidden ghosts, let A1 owners walk sideways because of the type of vehicle"
5,"CKS 13 floor building test endoscopic diagnosis treatment center cum Miss Deng surname counter serious and responsible for business performance and patiently explain love, such conduct should be encouraged, it is rare praise, those present were evident in her busy business pressures under still very loving commentary for nearly an hour to treat a gentleman case 104.4 .13 days morning 1000, and I found her to treat all people have the spirit, as the disease such as affinity"
4,"Eslite stationed, the better"
5,I can not live without this hospital
5,A good place to provide treatment and health advice
5,Cool enough
5,Technical good restaurant awesome what hospital nurses have more medical treatment
5,The best medical center
5,"Old hospital, doctors and nurses are very careful! !"
5,"11 House floor 111 CKS ward nurse who care for the sick friendly and attentive, in my surgery in hospital during that time, because loving care nurse who, in order to quickly restore the hospital, my sincere thanks for 111 ward nurse, thank u have , there is a pipe division Miss Xu, of course, for my surgery ginger physician and his team, thank you."
5,Big Room
5,"Love for the elderly, food cheap"
3,Great to get lost
5,profession
5,"Very professional, doctors parents heart"
5,Always one. Thank you.
5,Doctors super good
5,Restaurant delicious
5,Health care for the elderly are very kind.
4,Learn to understand the source of the disease
4,"Hospital on my life, thank you very much"
1,Can not wait forever bed hospital
5,Great hospital
5,"Thumbs up!Doctor nurse very seriously"
5,The preferred teaching hospital nearby!
5,"Ten years ago, the internship place."
4,Is a big hospital
3,"To pay more attention to male nurses, locomotives! ."
5,Niubi fly gas grounded Medical Center
4,Parking too hard!
4,The line is a bit messy thanks to the medical staff
4,Here are sick to see a doctor
5,Veterans General Hospital in the addition of a building
5,Very kind nurse
5,Very good hospital
5,Delicious food court!
4,Multi-floor food court selection
3,"Hospital is large enough, easy to get lost"
5,Doctors and nurses very cordial
5,Patience and careful medical personnel
5,excellent service
3,polite.
5,It is good
3,Food Street food is not good!
1,"Chen Yu Chun are not allowed to see the doctor, be late."
5,Physicians are great nurse
4,"Support a good hospital, thank you"
5,"Health care cordial, informative interrogation."
5,very clear
5,"Yan Kai positive, Like"
5,Physician service quality good
4,Very Good Hospital
5,Warm place
3,"Siyuan floor old building, ward of the renovation?"
4,Food Street is very beautiful
5,Huang Li-dong severe
1,Administrative staff bad attitude
5,Thanks to doctors and nurses for their father's care.
5,Like you give a
5,The service is friendl
5,National Hospital for medical treatment of choice
5,Convenient medical
4,Walking can be a lot of space
5,Caring hospital with superb medical skills
4,National Hospital
5,Medical center
4,"Good doctor, good service"
5,Good service is good medicine
3,The first to look at the Veterans General Hospital Ophthalmology
2,Child sad place
5,Conveniently equipped
5,Visiting
1,The restaurant is too expensive
4,Electric beds can change
1,Silent
1,Professional high
4,outstanding
5,Big hospital
5,Physician Professional
3,Lifestyle function
5,Better than the Tri-Service General
4,Medical center level
4,Good gracious
5,Very professional
5,Medical center
4,Veterans Hospital headquarters
5,Dian is
5,Been great
5,well
2,I was in the emergency room
5,Good cold
4,Taiwan's high-quality large hospitals
4,it is good
4,Services cordial
3,Abundant resources
4,profession
4,Savior
3,Wait a long time
5,Much better than the National Taiwan University!
5,serious
1,Emergency
5,profession
5,Good hospital
5,Come on!
1,Emergency
5,Born in hospital
3,The Hospital
4,Go to work
4,Taipei Veterans General Hospital
5,Ahao
