"39","A little disappointed in the end the quality of the dough Given all the comments I thought I had a softer dough. As against an important but mostly different choices of others pizzeria pizzas whose bland Ask for the salt and pepper pilipili Last pity they do not take error CB","fr","4.0"
"40","Pizza very good, delicious desserts and good atención.Nivel good pizza, there are some basic of life and other elaborate and original. Very good and homemade dessert, that is always appreciated, Hosts and secure!","es","5.0"
"41","We went to this pizzeria by the Trip Advisor. The truth was a big disappointment. 4 cheese pizza was bland, with little ingredient and was mostly edge. We always go to Italian restaurants and pizza for dinner the truth is that much of what we look away. Desserts not ask, and the coffee tasted like coffee grounds. Local badly decorated.","es","1.0"
"42","Dear Anne, sorry that our restaurant has not fulfilled expectations. Unfortunately we remember your visit, but as we take very seriously all comments, we have analyzed and we feel obliged to make some qualification. All pizzas have the same masses and the same amount, they are all thin crust, ie, the 4 cheese hardly could be very edge or more than others. There are many photos on display by other customers and it is clear that our pizzas are between 1 and 1.5 cm. The ingredients of the pizza 4 cheese (organic tomato, French Emmental, 100x100 goat, ecological Brie and a real Roquefort quality and ecological oregano) should not make it rather bland, but quite the opposite, as they are 4 cheese with personality. For coffee, we have a Swiss coffee brand Jura (in view of diners), that coffee lovers know, which grinds coffee when serving, and throws it automatically, that is, there is never well . The coffee used, we used a large country house, which is the product of 4 grains from different countries, 70% arabica and 30% robusta. Finally, the decor of the room, is a topic of discussion difficult, as it involves subjective personal tastes. We hope that these clarifications will be constructive and invite you to give us another chance, try another pizza or other dish, as well as all the desserts are home preparation. Do not hesitate to tell us any problem at the same time, we will try to resolve it without doubt. Thank you so much","es","5.0"
"43","Esquisitas variety of pizzas, the attention of the owners is unbeatable, lovely. His dedication and good vibrations are reflected in their pizzas. The place is tiny so you must book in advance, but better that way! It is super cozy. I have not gone back to another pizzeria since I know L Escenari, Why?","es","5.0"
"44","must every time I go to Andorra. Great deal and author pizzas never disappoint, amazing flavors at an affordable price.","es","5.0"
"45","Every time I go to visit Andorra is essential dine in this fantastic place. It is a small place where the attention of the waitress is excellent and his pizzas are noted author, with amazing flavors! Buenisimo homemade tiramisu too! That if you have to book a table.","pl","5.0"
"46","The pizza was very good, prepared with fresh ingredients, delicious guacamole. I recommend to all fans of pizza!","es","5.0"
"47","Very good food, very personal attention. Repeat. Fantastic pizzas, prepared in front of you.","es","3.0"
"48","We went to this restaurant after seeing the good reviews it had on Tripadvisor. We saw that the reviews were very good and we decided to try it. We ordered a four cheese pizza and decided to try one of the pizzas author a Mexico (with guacamole). The price of pizza copyright is 15 €, perhaps a little excessive. The pizzas were not bad but for my taste were not perfect, I believe that the mass could be improved. The note bit damp and check. For dessert we had a tiramisu was rich. Affordability 2 pizzas, water and a tiramisu 33 €, that if the treatment and exquisite attention.","es","5.0"
"49","Small friendly pizzeria. Welcome, gastronomy at the height of his reputation, the pizzas are excellent, thin crust and fresh ingredients, not frozen for a price of € 8.70. Do not look elsewhere for options you find shoes to fill. For 2 persons: 2 cocktails, 2 pizzas and 2 pancakes for dessert € 36.70.","fr","5.0"
"50","Service is fast, almost instant. All you need to hearty and tasty meal. Strongly recommend.","ru","5.0"
"51","I was with my partner last August in lEscenari of Pizzes as we saw on Tripadvisor, and I can only say it deserves that position you have. The place is small and sometimes it is difficult to find a place, but it gives part of its charm, and to say the pizzas. They are truly excellent, the best pizzas of the Principality!","es","5.0"
"52","In a small local pizzeria near the center of Andorra. Pizzas thin crust with good ingredients. Very friendly service and always mindful of the welfare of the client. Highly recommended.","es","4.0"
"53","Friendly atmosphere, the attention is fantastic at all times and product quality is really excellent. I will be back. pd eye, bring cash because they do not accept card payment","es","4.0"
"54","It is one of the options we have for the nights you do not feel like cooking. The pizzas are pretty good and the service is very friendly.","es","5.0"
"55","small and poorly conditioned room. good service and friendly. is a fixed site always do that Andorra pizzas, crepes and salads are delicious and for children is a good place, with excellent value for money. Another thing I love is that almost all the products used are organic farming, including pizza flour. pizzas have very original author, but for me the best (and almost everywhere of good pizzas and as tradition dictates) is Daisy, with ham. I also love the salads. But mostly I flipa a dessert called mont blanc, leading vanilla ice cream, cream brown glace (of Ecological chestnuts) and cream. It even has a homemade limoncello with a touch of herbs which is not bad. I love limoncello and I make my own limoncello, and hard to find a site with homemade limoncello, which is light years ahead of any of those sold in bottles.","es","5.0"
"56","Excellent !! The pizza is very good, with many choices !! Im just enjoyed and I will return to this place! Thank you","fr","5.0"
"57","We came to this site by trip recommendations. No doubt about it we had high expectations. Original pizzas at once, fine massa and exotic flavors. They are not bad but they are by no means the best Ive eaten. Strong enough and not well prepared bloodletting. Attentive and friendly and welcoming place.","es","3.0"
"58","After 3 years we have been repeated, and everything continues as good, good service and excellent pizzas author. Reservations recommended are just 6 tables and fills quickly.","es","5.0"
"59","We went to dinner based on Tripadvisor ranking. We were not disappointed at all: -Attention: excellent, both the waitress and the cook. Very attentive and very fast. -The Location: very small, but quiet, away from the bustle of downtown. -Food: Pizzas and pancakes were really good, and the author are very original. We dined with lambrusco (very good indeed) and ordered desserts (also very tasty). The spicy pizza oil was spectacular, very spicy! -Relationship Value: excellent (about 20 € per person with pizza, dessert and lambrusco). The big problem, and why can not give full marks, is that you can not pay by credit card. If you know in advance no problem, but if you say it when you pay, its more trouble, because the nearest bank is about 500metres. Most likely we repeat when we travel back to Andorra","es","4.0"
"60","Definitely the best pizzeria of Andorra. Quality ingredients and original and different pizzas. For example Mexican pizza with guacamole, delicious!","es","5.0"
"61","Large and tasty pizzas, thin crust and fresh ingredients at a good price, you can always improve, to give a but change the type of cheese base. Advisable!","es","4.0"
"62","Great food, great deal. Good pizzas. You can order takeout or have it delivered at home. Hopefully many local Andorra serve half as well.","es","5.0"
"63","Pizzeria where to go at least once !! In a very friendly musical ambience you can taste excellent pizza. The selection is impressive and there is something for everyone. There are also desserts like crepes or panna quotta. Service quality is at the rendezvous, you are greeted warmly and with a smile (heres always fun ...) Go ahead with your eyes closed, youll have a great time :)","fr","5.0"
"64","One of the tastiest pizza I have eaten! Very nice waitress (and cook!) And interesting with a pizza with pine needles (yes, from a spruce) is highly recommended !!","sv","5.0"
"65","I am guided by the TripAdvisor reviews and the truth q A success! Quiet, friendly service, delicious food .. Perfect !! I reomiendoo !!","es","5.0"
"66","Local small but cozy. Musica very wise and appropriate to the air you breathe in the local atmosphere. The treatment by the correct and friendly. And in what refers to the pizzas. For very average at least we tried. Something tasteless tomato sauce. The four cheese pizza is basically brie cheese, making it bland and boring. The house sangria ... Well guess tastes will make with species and suppose to taste the colors. I personally prefer the traditional. Reasonable prices about 9 euros normal pizzas and 15 the author. The sangria 12 euros.","es","3.0"
"67","Very tasty and very crispy dough. Species sampled the sangria, very good. Local small but cozy. Good atmosphere. Very professional and friendly service. Reasonable prices. I recommend it.","es","5.0"
"68","Another very small room where they prepare some delicious and varied pizzas. The dough is very thin with an original combination of ingredients. The salads also very rich. Homemade desserts.","es","4.0"
"69","The food is very good. The pizzas are spectacular, like salads, desserts and even shot that put us after dinner. Best Pizza place weve tested. Besides the attention of responsible unbeatable. We recommend it 100%.","es","5.0"
"70","We went a week ago with my wife and my daughters. We ordered a 4 cheese, one fruit of the sea and Florentina. The service and excellent food. As one against, the place is a bit cramped, especially for more than four.","es","4.0"
"71","Pizzeria as normal.El very friendly treatment in all times.The place is tiny with 6 or 7 tables, so either you get there early, or better book. The pizzas, at least we tried i partner and I agree that normalitas.Ni were pretty good nor evil, nothing more. Ahhh, you can not pay by card! So Acordaros to carry cash.","es","3.0"
"72","Restaurant excellent pizzas and crepes. The pizza is very large and delicious specialties of various types courteous and quick service. Most reasonable price","he","5.0"
"73","The pizzas are excellent, and Im glad successful thanks to the trip advisor reviews. The deal is also excellent as the food. The place is small but cozy.","es","5.0"
"74","Must for a nice meal, just a few hundred meters from the main street (tourist) of ANDORRA. Super friendly service and excellent pizzas well stocked with good products","fr","5.0"
"75","All very good, and parmesan salad we ordered pizzas. Well attended at all times. All I found was a little expensive 3.20 for a bottle of water. Removing this visit highly recommended.","es","4.0"
"76","The place is very small, there is hardly 8 tables. You are very well served by a very nice lady. Extensive menu of pizzas, which attract attention so-called copyright for its originality in some of them. For dessert we ordered a panna cotta and it was delicious. We went to eat a hot day last week and was not wearing AA, and having all the door and windows open, there were lots of flies. Its the only thing we disliked.","es","4.0"
"77","We spent a pleasant evening. Home lovely and warm. Both pizzas were very good size portions and which justifies their price. The recommended wine was good.","fr","5.0"
"78","Highly recommended alternative in Andorra la Vella. Crunchy and undercooked pizza, fresh, quality ingredients, lovingly when it is served. The value very good. His reputation is well deserved. The place is very small and you have to book or you can not stay. The drawbacks are that it has air conditioning and can not be paid by credit card.","es","4.0"
"79","Small but cozy to enjoy a good pizza quietly near the center but not in all the tumult of staff people very correct and attentive at all times Local pizzas good quality stay with wanting more advisable to book.","es","5.0"
"80","We were recommended by the application that they scored very well and was so commented, very good attention from the two workers and very friendly, very good pizzas and high quality ingredients. Good atmosphere for dinner, quiet and cozy. I recommend booking before you go because the place is small and there are 6 tables.","es","5.0"
"81","The place is very good pizza the best quick service to go with your girlfriend can make an appointment because it is always full in winter but most just have pizza there is more variety you can ask recommend","es","4.0"
"82","Author incredible pizzas. For originality in the combination of flavors and especially then for its flavor. The homemade rhubarb dessert ... the best Ive tasted. Value for money: excellent.","es","5.0"
"83","Both galettes as very good pizzas, with quality products. Friendly and helpful, the only downside is the minute that is local, still it has its charm.","es","5.0"
"84","The good: Great deal, great staff and great drinks (350 ml bottle of Coke and 1.5 liters of water) The bad: Pizzas FATAL. We are a love of the pizza, we like each and of all types, Italian and American, fine, normal or bread dough, so we were excited to try one of the best pizzerias in Andorra, if not the best, based to criticism. We ordered a galette (savory pancake) and three pizzas, one author, one four cheeses and a margarita. The three pizzas served us extremely hard, you almost could not split them with a knife !!!, salty and not good taste, use cheese (emmenthal?) Instead of mozzarella, tomato is also tasty. We do not understand how you can have so many positive reviews. We have hesitated to write it or not, so attentive and good service, but we could have seen a review like this, to not choose this place for dinner.","es","2.0"
"85","Dear Customer, Thank you for your opinion. We are pleased that at least the treatment and service have been to his liking and that hath not upset crepe. But we are surprised and disappointed us much their assessment of the pizzas. We seriously thought of his criticism to understand your vision, and to improve or change what is within our reach. We can say in terms of mass is a mass that do more than 30 years ago, the same recipe, carries very little yeast, this makes very little light, obtaining a thin crust. It is not soft but it should not be hard. On the other hand, also over 30 years we opted to use emmental french ago, first because it is mozzarella certified buffalo offerings cow mozzarella currently on the market are in their substitutes most cheese, with large proportions whey, binders, thickeners, additives, aromas and colorants. Our policy is to use natural products as possible, and if they are Bio better. Therefore we opted for a cheese with denomination of origin, we consider soft going very well for our type of pizza. The second reason has to do with the Italian immigration. When Italians have been coming to different parts of the world have adapted pizza to the site of settlement. And in France, the Italians arrive in Marseille, and begins to make pizza with emmental cheese. As my training is French, I have always used this for my cheese pizzas. Finally, we have said several times, the tomato used is natural, ecological and Italian, which just add a pinch of salt and pepper. Probably not come back here, which is understandable, but we advise that in a similar situation, and given that the treatment has been friendly, its time she spoke at the time, and the establishment, you can better understand your appreciation and have the possibility of changing something in that moment. Thank you so much","es","4.0"
"86","The pizzas were good, friendly staff and price average. The place is small and as we were made just a few. But generally recomenable","es","5.0"
"87","Rich and genuine pizzas, attentive service and fair price. I often step in for a couple of pizzas to take home .... and always repeat ....","es","4.0"
"88","Visit for dinner, we opted to try the signature pizzas (I think that came about 15 €), although there was a good deal of classic pizzas, at a price much lower. It was curious to see if it was worth, and I think we hit our case, because we liked, and a generous size. 2 pizzas, 4 beers and 2 coffees for € 44, we found a good price / quality ratio. We left with the desire to try the crepes and galettes, which also had very good. On the less positive side, commenting that the place is very small, and with the summer heat, plus the furnace, the atmosphere is quite warm. Still, we thought it worth a visit.","es","5.0"
"89","Pizzeria of high quality, fresh produce, craftsmanship, very original Charter, as to the ingredients of pizzas and salads, cordial. Local small, book before. We repeat and recommend","es","5.0"
"90","Second time in this cozy restaurant, very attentive and polite service, quality music and of course, certainly the best homemade pizzas. It is noted that the ingredients are natural and are made with great care. A perfect restaurant to go with friends.","es","5.0"
"91","A local very small but charming and with a very good deal. We reserve before going to eat. Pitzzas very good, with a very fine massa and with a great variety to choose from. Certainly when we return in Andorra.","es","5.0"
"92","Rich and tasty at a very affordable price pizzas. The location is also very good. To improve the speed of service and care not carry cash because they do not take cards.","es","3.0"
"93","In the days we were in Andorra, we tried this place because we call attention to his place on TripAdvisor, and loved it! In fact we went back another day what we liked. The treatment of the owner and the girl who was there at all exceptional moment. Very good pizza and crepe, the best Ive ever eaten.","es","5.0"
"94","It is a small place of only 7 tables, so it is best to book before you go, run by a very nice couple, especially the girl, also it gives full details of the dishes and products used, which are of excellent quality and a wide variety of pizzas for all tastes and budgets. Recommended by 100%","es","5.0"
"95","The title says it all are the best pizzas we have eaten, we see that are made with enthusiasm and good raw material, the place is small but charming and the treatment from the owners is wonderful.","es","5.0"
"96","We had read reviews that the pizzas were spectacular and it encouraged us to go, they were really good and the crepe too, but left with so much food that we smell a bit bitter, really. Very nice deal.","es","3.0"
"97","Dear Customer, We are pleased that the pizzas and pancakes have been to his liking, sorry we could not say the same about their experience with the smell on your clothes. We shall record their appreciation. Thank LEscenari of Pizzes","es","5.0"
"98","Through the reviews on TripAdvisor we went to this restaurant a few months ago with the surprise that is very small and in that monent we had no table available. Still, this time we booked in advance through mail and communication with them was excellent. Small restaurant, cozy ... and with pizzas scandal !! Of all the signature pizzas (which are expensive) we chose the tartiflette and Barbecue. Above the Tartiflette surprised us with boiled potatoes. BUENISIMA. The massa fine and well cooked. Back for sure to try more kinds of pizzas and / or pancakes.","es","5.0"
"99","Tiny but cozy. The signature pizzas are a real tribute to the palate. The sweet crepes are delicious. Value for money very balanced! Recommended 100%","es","5.0"
"100","If the reception was really nice, the pizzas were really has n our taste. Very fine, dry dough. The entree was rather good but very expensive for what he had on our plate.","fr","2.0"
"101","Madam, We are sorry for not being able to meet your expectations and note your opinion hoping to meet you in a future visit. Many thank yous to Pizzes Escenari","es","4.0"
"102","One, if not the best, place to have a good signature pizzas from the wood oven. Didier and Alejandra are charming and offer a cozy atmosphere. Good salads, some dressed with a native species of pine syrup .... good for dressing and colds ... can also order à la carte and more sophisticated in advance. They have lunch menu. A place to return to always repeat.","fr","5.0"
"103","Small restaurant not far from our hotel, excellent very good pizzas, a warm welcome and a part cosi, really go there with confidence","es","3.0"
"104","I think its a bit overrated. The pizzas are good, the author pricey. The scramble to my taste a bit disappointing, limited choice, almost all had the same ingredients and are quite expensive for what you serve because at least it served to me, was quite small. The deal very well and quite fast.","es","4.0"
"105","Hello Martha, thank you for telling his experience, regret not having met your expectations. We can tell you and future visitors that specialize in pizzas with 33 varieties fixed letter, and eventually offer any season of the letter. Prices for pizzas range from € 8.90 to € 15. As for the scramble we have 12 different varieties, where even accept some changes that were to please the customer. We offer the traditional ham, cheese and egg, and more elaborate as spinach, seafood, salmon, blue cheese with peppers, aubergine, among others. Prices range from € 6.50 to € 8.90 Everything is done for us and when. All products are of high quality and carefully selected. Many of them are organic, such as buckwheat flour pancake of wheat flour and pizzas. We hope this information will serve for clarification and hope to visit again. Thank LEscenari of Pizzes","es","5.0"
"106","The treatment of the waitress was ideal, was watching us at all times of our requests, etc ... The food, we ordered a salad lescenari, wearing 4 pieces of foie gras and duck ham four, the price € 13, and two pizzas which were very good and made when a smoked bacon and mushrooms for € 8.90 and a barbecue for 15 €, the size was good and the great taste. For dessert a scoop of ice cream and a Montblanc cup, which was very good, clear, coke and water € 54. A little excessive if the starters we shared was one. Tiny but well conditioned local. The clean sink, when you are with kids you thank ... Anyway, my assessment is very good, recommend the place, no doubt.","es","5.0"
"107","As always, we wanted somewhere for dinner that was not of long tablecloth and did not know where. We consulted on Trip and perfect !!. It is a very small and cozy place, the cook-waiter is very attentive and provides a very correct service. And the best pizza Ive ever had.","es","5.0"
"108","Excellent environment with little space but cozy dining relaxed uncrowded and excellent Pizza perfecto.las service from a classic 4 seasons to those of autor.los incredible desserts !!! Recommended 100%","es","5.0"
"109","Petite and cozy restaurant. Ideal for dinner with friends. The completely homemade pizza with quality ingredients. The service was very attentive and friendly. What gave me more confidence was seeing the cook preparing our pizzas with its open kitchen. The salad we ordered as a starter (Parmesan) was very well dressed, and all for an affordable price. When I return to Andorra, Ill stop by. Thank you!!","es","4.0"
"110","We went at night, they advised us at the hotel we were staying in Andorra la Vella, very close to the restaurant. We ate well at a good price, a salad, a pizza and two desserts with drink Euro 32.82 with tax. The only problem we have in the local extraction does not work well and when they arrived at the hotel the whole kitchen smelled clothes.","es","4.0"
"111","very small and quiet, in a letter home only have salads, pizzas and crepes, in pizza, copyright and normal, both delicious and beautifully maintained, thin crust and a respectable size, to enjoy good pizzas, highly recommended, good service ,, very friendly and attentive.","es","4.0"
"112","After a relaxing bath in Caldea went to this restaurant as it was pretty close. I had read the reviews and the truth is that it looked very nice. There are only 7 tables, but for a Friday night (about 22h), we were lucky and had just a couple of tables. We ordered a salad with brie cheese (7 €), a pizza each (huge and very well priced, € 8.90) and a bottle of white house wine (9.50 €). The pizzas were delicious !!!! Then we thought we had ordered too much, because there were extremely full. I really do recommend the place, nice atmosphere, good prices and above all very high quality. We will definitely return!","es","5.0"
"113","Restaurant in a non commercial street that is really good, pizza for my man and cake for me it is enjoyed! friendly staff, frame cosi we will return it!","fr","4.0"
"114","The normal pizzas author. 15 eur for a pizza author seems a bit expensive. Author 2 pizzas, 1 Normal, 3 sodas and 2 cut. 52 EUR ... very attentive and friendly waitress.","es","3.0"
"115","The pizzas are fantastic and more than reasonable prices ... the best we tried very Sympatico chef ... even a little naughty children ... small but cozy local ... A place to return for sure if we go through Andorra ...","es","5.0"
"116","Without a doubt, the best pizza Ive ever had. Excellent product quality, reasonable price and exquisite treatment staff. Booking is because it has few tables worth. When you revisit Andorra, I repeat a visit to the Restaurant-Pizzeria. The I recommend.","es","5.0"
"117","I was delighted with the signature pizza I ordered. The place is very small with only seven tables, with a closeness between them that detracts privacy if you want to dine as a couple, but the quality of the food is excellent.","es","5.0"
"118","Pizza was really super - took great for 4, but the children somehow umyali it together immediately. Unfortunately, the second time not included.","ru","5.0"
"119","I invited my partner to eat in this small restaurant, the truth is that the variety of pizzas is impressive, there pizzas would not find in any other restaurant, but the price is somewhat high, worth by the quality and freshness of its food besides being eco products. the homemade desserts were delicious and nothing cloying, as can happen with sweets. the staff very helpful and gave us a great deal if you want to eat a good pizza crafted with premium ingredients, recommend","es","5.0"
"120","Pizzas very good quality. At a reasonable price. Good treatment and service. The only downside is that the place is small but cozy.","es","5.0"
"121","Very close to the center, the spacious place when I was there, assiti a football match Barcelona that was on TV there. We ordered a pizza and Sangre de Toro! A good option cost / benefit.","pt","4.0"
"122","A very nice place with excellent and good hearty pizzas! The expertise thats obvious!","fr","4.0"
